Week,DayWeek,Day,Month,Hour,Transaction_Type,Units,Amount
3,1,14,1,13,Card,4,-49.1
3,1,14,1,13,Card,18,105.99
3,1,14,1,14,Cash,3,-112.0
3,1,14,1,14,Card,1,-14.0
3,1,14,1,14,Card,20,94.0
3,1,14,1,15,Card,6,-29.0
3,1,14,1,15,Card,4,27.0
3,1,14,1,16,Card,8,134.0
3,2,15,1,8,Card,2,1.0
3,2,15,1,9,Card,14,131.5
3,2,15,1,10,Cash,34,-11.44
3,2,15,1,10,Card,4,103.5
3,2,15,1,11,Cash,25,-309.3
3,2,15,1,11,Card,11,-60.5
3,2,15,1,11,Card,4,211.0
3,2,15,1,12,Cash,3,-14.0
3,2,15,1,12,Card,22,783.5
3,2,15,1,13,Cash,3,-172.0
3,2,15,1,13,Card,13,-89.4
3,2,15,1,13,Card,6,35.5
3,2,15,1,14,Cash,3,-127.0
3,2,15,1,14,Card,14,157.0
3,2,15,1,15,Cash,2,-25.0
3,2,15,1,15,Card,16,-54.14
3,2,15,1,15,Card,45,356.05
3,2,15,1,16,Cash,63,-44.21
3,2,15,1,16,Card,16,129.75
3,2,15,1,17,Card,7,79.2
3,2,15,1,18,Card,1,0.5
3,3,16,1,8,Card,6,19.5
3,3,16,1,9,Cash,18,-147.21
3,3,16,1,9,Card,2,10.0
3,3,16,1,10,Cash,24,-1.01
3,3,16,1,10,Card,5,-28.8
3,3,16,1,10,Card,8,85.0
3,3,16,1,11,Card,15,128.5
3,3,16,1,12,Cash,10,-319.7
3,3,16,1,12,Card,4,-249.6
3,3,16,1,12,Card,17,451.5
3,3,16,1,13,Cash,7,-910.0
3,3,16,1,13,Card,9,-9.5
3,3,16,1,13,Card,17,60.5
3,3,16,1,14,Card,1,1.5
3,3,16,1,15,Cash,9,-43.81
3,3,16,1,15,Card,5,-58.0
3,3,16,1,15,Card,18,35.5
3,3,16,1,16,Cash,4,-113.0
3,3,16,1,16,Card,18,72.0
3,3,16,1,17,Cash,17,-125.2
3,3,16,1,17,Card,4,56.0
3,4,17,1,9,Cash,8,-7.9
3,4,17,1,9,Card,13,223.49
3,4,17,1,10,Cash,5,-104.71
3,4,17,1,10,Card,11,88.5
3,4,17,1,11,Card,9,64.0
3,4,17,1,12,Cash,2,-118.0
3,4,17,1,12,Card,25,313.0
3,4,17,1,13,Card,5,29.5
3,4,17,1,14,Cash,3,-20.0
3,4,17,1,14,Card,16,79.99
3,4,17,1,15,Cash,55,-69.4
3,4,17,1,15,Card,50,-68.1
3,4,17,1,15,Card,16,186.0
3,4,17,1,16,Cash,2,-7.0
3,4,17,1,16,Card,9,198.0
3,4,17,1,17,Cash,3,-5.8
3,4,17,1,17,Card,6,50.5
3,4,17,1,18,Card,1,5.0
3,5,18,1,9,Cash,5,-113.0
3,5,18,1,9,Card,10,20.0
3,5,18,1,10,Cash,4,-17.01
3,5,18,1,10,Card,14,31.0
3,5,18,1,11,Cash,14,-126.0
3,5,18,1,11,Card,2,-398.0
3,5,18,1,11,Card,19,496.5
3,5,18,1,12,Cash,7,-64.1
3,5,18,1,12,Card,10,-44.93
3,5,18,1,12,Card,22,102.5
3,5,18,1,13,Cash,4,-560.0
3,5,18,1,13,Card,8,-76.0
3,5,18,1,13,Card,3,339.5
3,5,18,1,14,Cash,50,-474.96
3,5,18,1,14,Card,1,-13.0
3,5,18,1,14,Card,40,354.5
3,5,18,1,15,Card,17,-69.1
3,5,18,1,15,Card,16,169.0
3,5,18,1,16,Cash,25,-50.6
3,5,18,1,16,Card,1,-60.0
3,5,18,1,16,Card,8,191.0
3,5,18,1,17,Card,1,205.0
3,6,19,1,8,Card,2,162.5
3,6,19,1,9,Cash,2,-11.0
3,6,19,1,9,Card,1,8.0
3,6,19,1,10,Cash,3,-57.3
3,6,19,1,10,Card,23,39.09
3,6,19,1,11,Cash,4,-44.0
3,6,19,1,11,Card,8,-60.0
3,6,19,1,11,Card,8,122.5
3,6,19,1,12,Cash,2,-209.0
3,6,19,1,12,Card,5,15.5
3,6,19,1,13,Cash,2,-46.0
3,6,19,1,13,Card,36,206.1
3,6,19,1,14,Cash,59,-338.95
3,6,19,1,14,Card,18,263.0
3,6,19,1,15,Cash,17,-24.33
3,6,19,1,15,Card,11,123.0
3,6,19,1,16,Cash,17,-247.9
3,6,19,1,16,Card,15,104.5
3,6,19,1,17,Card,9,36.5
3,6,19,1,18,Card,1,0.5
3,7,20,1,9,Cash,1,-8.0
3,7,20,1,9,Card,5,509.5
3,7,20,1,10,Cash,48,-41.48
3,7,20,1,10,Card,8,47.49
3,7,20,1,11,Cash,33,-330.86
3,7,20,1,11,Card,19,-8.27
3,7,20,1,11,Card,10,58.49
3,7,20,1,12,Cash,2,-140.0
3,7,20,1,12,Card,25,260.0
3,7,20,1,13,Cash,41,-2.04
3,7,20,1,13,Card,13,-15.4
3,7,20,1,13,Card,8,106.0
3,7,20,1,14,Cash,6,-176.5
3,7,20,1,14,Card,274,-107.9
3,7,20,1,14,Card,21,208.6
3,7,20,1,15,Cash,9,-174.5
3,7,20,1,15,Card,31,192.65
3,7,20,1,16,Cash,33,-203.53
3,7,20,1,16,Card,2,-20.9
3,7,20,1,16,Card,8,234.5
3,7,20,1,17,Card,9,173.0
3,7,20,1,18,Card,1,2.0
30,1,23,7,9,Cash,1,-70.0
30,1,23,7,10,Cash,19,-56.82
30,1,23,7,10,Card,93,-184.91
30,1,23,7,10,Card,13,78.25
30,1,23,7,11,Card,4,-109.0
30,1,23,7,11,Card,8,963.0
30,1,23,7,12,Cash,20,-241.63
30,1,23,7,12,Card,7,129.0
30,1,23,7,13,Cash,2,-7.0
30,1,23,7,13,Card,14,201.0
30,1,23,7,14,Cash,3,-131.0
30,1,23,7,14,Card,5,-8.0
30,1,23,7,14,Card,11,83.5
30,1,23,7,15,Cash,81,-86.43
30,1,23,7,15,Card,6,43.99
30,1,23,7,16,Card,7,70.5
30,2,24,7,8,Card,1,0.0
30,2,24,7,9,Cash,3,-18.0
30,2,24,7,9,Card,5,45.25
30,2,24,7,10,Cash,1,-21.0
30,2,24,7,10,Card,37,-6.34
30,2,24,7,10,Card,25,336.25
30,2,24,7,11,Card,13,79.75
30,2,24,7,12,Cash,40,-30.53
30,2,24,7,12,Card,42,140.92
30,2,24,7,13,Cash,2,-53.0
30,2,24,7,13,Card,2,-223.0
30,2,24,7,13,Card,10,63.74
30,2,24,7,14,Cash,3,-43.0
30,2,24,7,14,Card,4,-51.1
30,2,24,7,14,Card,29,381.0
30,2,24,7,15,Cash,4,-261.0
30,2,24,7,15,Card,1,-133.0
30,2,24,7,15,Card,9,237.49
30,2,24,7,16,Card,34,149.19
30,2,24,7,17,Cash,3,-216.3
30,2,24,7,17,Card,10,54.5
30,3,25,7,8,Card,3,-18.0
30,3,25,7,8,Card,1,1.0
30,3,25,7,9,Card,3,35.0
30,3,25,7,10,Card,3,-23.0
30,3,25,7,10,Card,13,161.5
30,3,25,7,11,Card,25,471.73
30,3,25,7,12,Card,19,193.5
30,3,25,7,13,Cash,1,-5.0
30,3,25,7,13,Card,10,-6.6
30,3,25,7,13,Card,30,114.5
30,3,25,7,14,Card,10,-7.7
30,3,25,7,14,Card,24,170.5
30,3,25,7,15,Card,34,197.75
30,3,25,7,16,Card,11,251.5
30,3,25,7,17,Cash,3,-443.0
30,3,25,7,17,Card,10,57.5
30,3,25,7,18,Card,1,3.5
30,4,26,7,9,Card,1,18.0
30,4,26,7,10,Card,9,29.9
30,4,26,7,11,Cash,2,-3.0
30,4,26,7,11,Card,2,-39.0
30,4,26,7,11,Card,6,74.75
30,4,26,7,12,Cash,5,-97.0
30,4,26,7,12,Card,10,-223.0
30,4,26,7,12,Card,14,343.75
30,4,26,7,13,Cash,8,-33.1
30,4,26,7,13,Card,27,168.0
30,4,26,7,14,Cash,1,-23.0
30,4,26,7,14,Card,6,47.5
30,4,26,7,15,Card,21,240.0
30,4,26,7,16,Cash,2,-60.0
30,4,26,7,16,Card,13,91.0
30,4,26,7,17,Cash,3,-114.0
30,4,26,7,17,Card,2,-4.0
30,4,26,7,17,Card,10,43.5
30,5,27,7,9,Card,6,83.99
30,5,27,7,10,Card,21,-11.81
30,5,27,7,10,Card,18,47.25
30,5,27,7,11,Card,14,172.0
30,5,27,7,12,Cash,1,-16.0
30,5,27,7,12,Card,5,-4.9
30,5,27,7,12,Card,24,57.5
30,5,27,7,13,Cash,8,-209.0
30,5,27,7,13,Card,19,266.5
30,5,27,7,14,Cash,1,-7.0
30,5,27,7,14,Card,11,83.0
30,5,27,7,15,Cash,13,-52.2
30,5,27,7,15,Card,10,56.0
30,5,27,7,16,Card,8,-43.5
30,5,27,7,16,Card,25,170.25
30,5,27,7,17,Card,7,90.0
30,6,28,7,9,Cash,1,-48.0
30,6,28,7,9,Card,17,76.0
30,6,28,7,10,Card,9,185.8
30,6,28,7,11,Cash,4,-2.31
30,6,28,7,11,Card,19,-17.3
30,6,28,7,11,Card,16,202.75
30,6,28,7,12,Cash,12,-59.31
30,6,28,7,12,Card,12,29.7
30,6,28,7,13,Card,3,-14.3
30,6,28,7,13,Card,30,222.49
30,6,28,7,14,Card,1,-4.0
30,6,28,7,14,Card,22,358.75
30,6,28,7,15,Cash,1,-23.0
30,6,28,7,15,Card,2,-7.0
30,6,28,7,15,Card,16,256.5
30,6,28,7,16,Cash,1,-89.0
30,6,28,7,16,Card,21,-52.63
30,6,28,7,16,Card,20,235.5
30,6,28,7,17,Card,9,411.0
30,6,28,7,18,Card,1,2.5
30,7,29,7,8,Card,2,18.0
30,7,29,7,9,Card,1,65.0
30,7,29,7,10,Card,4,-51.2
30,7,29,7,10,Card,5,21.1
30,7,29,7,11,Cash,10,-40.1
30,7,29,7,11,Card,10,55.5
30,7,29,7,12,Cash,3,-22.0
30,7,29,7,12,Card,2,-25.0
30,7,29,7,12,Card,14,271.0
30,7,29,7,13,Cash,4,-171.0
30,7,29,7,13,Card,4,-56.0
30,7,29,7,13,Card,40,249.25
30,7,29,7,14,Cash,1,-49.0
30,7,29,7,14,Card,1,-53.0
30,7,29,7,14,Card,25,232.75
30,7,29,7,15,Card,10,-6.8
30,7,29,7,15,Card,19,54.24
30,7,29,7,16,Card,9,33.24
30,7,29,7,17,Card,1,-20.0
30,7,29,7,17,Card,14,55.3
31,1,30,7,9,Cash,3,-15.2
31,1,30,7,10,Card,130,-204.4
31,1,30,7,10,Card,8,49.0
31,1,30,7,11,Card,6,30.0
31,1,30,7,12,Cash,4,-1041.8
31,1,30,7,12,Card,3,-2.3
31,1,30,7,12,Card,10,85.5
31,1,30,7,13,Cash,5,-83.0
31,1,30,7,13,Card,3,1.75
31,1,30,7,14,Card,6,-55.6
31,1,30,7,14,Card,7,36.99
31,1,30,7,15,Card,1,160.0
31,1,30,7,16,Card,1,5.0
31,2,31,7,9,Cash,8,-76.5
31,2,31,7,9,Card,27,-10.87
31,2,31,7,9,Card,25,237.0
31,2,31,7,10,Cash,21,-38.62
31,2,31,7,10,Card,10,-61.6
31,2,31,7,10,Card,13,95.5
31,2,31,7,11,Card,5,-11.02
31,2,31,7,11,Card,24,71.25
31,2,31,7,12,Cash,105,-98.25
31,2,31,7,12,Card,23,-9.15
31,2,31,7,12,Card,25,135.75
31,2,31,7,13,Cash,12,-74.0
31,2,31,7,13,Card,2,-0.6
31,2,31,7,13,Card,14,102.0
31,2,31,7,14,Card,22,134.45
31,2,31,7,15,Cash,3,-23.0
31,2,31,7,15,Card,3,-24.0
31,2,31,7,15,Card,28,86.15
31,2,31,7,16,Card,16,67.25
31,2,31,7,17,Card,2,-8.0
31,2,31,7,17,Card,10,233.75
31,2,31,7,18,Card,2,1.0
31,3,1,8,9,Cash,1,-42.0
31,3,1,8,9,Card,7,-149.0
31,3,1,8,9,Card,3,238.5
31,3,1,8,10,Card,10,275.75
31,3,1,8,11,Cash,49,-8.61
31,3,1,8,11,Card,11,50.25
31,3,1,8,12,Card,2,-36.0
31,3,1,8,12,Card,12,150.5
31,3,1,8,13,Cash,3,-21.0
31,3,1,8,13,Card,16,160.0
31,3,1,8,14,Cash,1,-15.0
31,3,1,8,14,Card,1,-20.0
31,3,1,8,14,Card,20,217.5
31,3,1,8,15,Cash,17,-55.05
31,3,1,8,15,Card,12,238.5
31,3,1,8,16,Cash,138,-106.44
31,3,1,8,16,Card,8,32.5
31,3,1,8,17,Cash,2,-20.0
31,3,1,8,17,Card,19,-12.7
31,3,1,8,17,Card,2,13.49
31,4,2,8,8,Card,3,90.0
31,4,2,8,9,Cash,4,-5.9
31,4,2,8,9,Card,2,10.5
31,4,2,8,10,Cash,1,-42.0
31,4,2,8,10,Card,11,72.0
31,4,2,8,11,Cash,12,-109.0
31,4,2,8,11,Card,7,-17.6
31,4,2,8,11,Card,14,514.0
31,4,2,8,12,Card,88,-18.7
31,4,2,8,12,Card,17,345.0
31,4,2,8,13,Cash,21,-30.23
31,4,2,8,13,Card,1,-16.0
31,4,2,8,13,Card,25,180.48
31,4,2,8,14,Cash,9,-71.8
31,4,2,8,14,Card,1,-12.0
31,4,2,8,14,Card,23,99.75
31,4,2,8,15,Cash,11,-89.5
31,4,2,8,15,Card,20,-222.11
31,4,2,8,15,Card,27,389.5
31,4,2,8,16,Cash,28,-58.02
31,4,2,8,16,Card,5,-50.0
31,4,2,8,16,Card,13,121.49
31,4,2,8,17,Cash,7,-54.0
31,4,2,8,17,Card,15,75.5
31,5,3,8,9,Cash,24,-42.6
31,5,3,8,9,Card,4,83.25
31,5,3,8,10,Card,10,-43.4
31,5,3,8,10,Card,37,417.74
31,5,3,8,11,Cash,4,-51.0
31,5,3,8,11,Card,1,-83.0
31,5,3,8,11,Card,20,125.45
31,5,3,8,12,Cash,8,-41.0
31,5,3,8,12,Card,16,-123.4
31,5,3,8,12,Card,17,180.25
31,5,3,8,13,Cash,41,-139.24
31,5,3,8,13,Card,16,199.25
31,5,3,8,14,Cash,2,-232.0
31,5,3,8,14,Card,7,-25.2
31,5,3,8,14,Card,11,69.5
31,5,3,8,15,Cash,7,-5.24
31,5,3,8,15,Card,12,-200.0
31,5,3,8,15,Card,22,391.5
31,5,3,8,16,Cash,1,-46.0
31,5,3,8,16,Card,19,214.3
31,5,3,8,17,Cash,21,-287.04
31,5,3,8,17,Card,2,-8.0
31,5,3,8,17,Card,17,145.99
31,6,4,8,9,Card,18,362.5
31,6,4,8,10,Card,4,169.0
31,6,4,8,11,Cash,1,-145.0
31,6,4,8,11,Card,15,154.49
31,6,4,8,12,Cash,1,-13.0
31,6,4,8,12,Card,20,134.0
31,6,4,8,13,Card,11,-137.9
31,6,4,8,13,Card,15,177.5
31,6,4,8,14,Cash,67,-166.78
31,6,4,8,14,Card,31,855.0
31,6,4,8,15,Card,10,-20.5
31,6,4,8,15,Card,18,78.99
31,6,4,8,16,Cash,13,-45.8
31,6,4,8,16,Card,2,-152.0
31,6,4,8,16,Card,18,364.49
31,6,4,8,17,Card,1,-3.0
31,6,4,8,17,Card,15,78.5
31,7,5,8,8,Card,6,14.0
31,7,5,8,9,Card,6,65.0
31,7,5,8,10,Cash,4,-7.41
31,7,5,8,10,Card,14,-6.2
31,7,5,8,10,Card,21,46.75
31,7,5,8,11,Cash,7,-11.8
31,7,5,8,11,Card,16,52.25
31,7,5,8,12,Card,6,-20.9
31,7,5,8,12,Card,23,111.0
31,7,5,8,13,Cash,7,-128.0
31,7,5,8,13,Card,3,-42.0
31,7,5,8,13,Card,31,173.0
31,7,5,8,14,Cash,41,-71.14
31,7,5,8,14,Card,13,157.35
31,7,5,8,15,Card,1,-25.0
31,7,5,8,15,Card,15,90.0
31,7,5,8,16,Cash,256,-194.25
31,7,5,8,16,Card,5,-16.6
31,7,5,8,16,Card,20,85.5
31,7,5,8,17,Cash,1,-65.0
31,7,5,8,17,Card,24,179.0
31,7,5,8,18,Card,5,2.5
32,1,6,8,9,Card,2,2.5
32,1,6,8,10,Cash,20,-173.1
32,1,6,8,10,Card,4,28.0
32,1,6,8,11,Cash,8,-31.9
32,1,6,8,11,Card,1,-2.0
32,1,6,8,11,Card,9,104.75
32,1,6,8,12,Cash,4,-155.3
32,1,6,8,12,Card,15,79.5
32,1,6,8,13,Card,140,-301.73
32,1,6,8,13,Card,9,24.75
32,1,6,8,14,Card,14,-42.61
32,1,6,8,14,Card,9,124.5
32,1,6,8,15,Card,17,-36.0
32,1,6,8,15,Card,13,215.75
32,2,7,8,11,Card,11,114.45
32,2,7,8,13,Card,7,22.5
32,2,7,8,14,Card,2,57.0
32,2,7,8,16,Card,1,1.5
32,3,8,8,10,Card,3,75.5
32,3,8,8,11,Card,6,222.0
32,3,8,8,12,Card,1,5.0
32,3,8,8,13,Card,2,2.0
32,3,8,8,16,Card,1,10.0
32,4,9,8,8,Card,5,-4.9
32,4,9,8,8,Card,1,0.5
32,4,9,8,9,Cash,11,-30.4
32,4,9,8,9,Card,6,210.25
32,4,9,8,10,Card,9,82.75
32,4,9,8,11,Cash,6,-29.02
32,4,9,8,11,Card,11,30.0
32,4,9,8,12,Cash,1,-2.0
32,4,9,8,12,Card,12,-3.32
32,4,9,8,12,Card,4,33.49
32,4,9,8,13,Cash,132,-216.02
32,4,9,8,13,Card,12,16.5
32,4,9,8,14,Cash,32,-13.48
32,4,9,8,14,Card,23,189.0
32,4,9,8,15,Cash,5,-115.5
32,4,9,8,15,Card,8,-214.2
32,4,9,8,15,Card,24,148.73
32,4,9,8,16,Cash,1,-64.0
32,4,9,8,16,Card,35,-163.0
32,4,9,8,16,Card,13,118.4
32,4,9,8,17,Cash,1,-80.0
32,4,9,8,17,Card,3,-1.7
32,4,9,8,17,Card,25,62.74
32,4,9,8,18,Cash,1,-90.0
32,5,10,8,8,Cash,1,-1.5
32,5,10,8,9,Card,16,208.25
32,5,10,8,10,Cash,4,-100.0
32,5,10,8,10,Card,16,74.99
32,5,10,8,11,Card,8,30.0
32,5,10,8,12,Cash,1,-13.0
32,5,10,8,12,Card,2,-24.0
32,5,10,8,12,Card,10,348.0
32,5,10,8,13,Card,23,-58.21
32,5,10,8,13,Card,17,91.5
32,5,10,8,14,Cash,1,-44.0
32,5,10,8,14,Card,43,564.0
32,5,10,8,15,Cash,14,-176.5
32,5,10,8,15,Card,29,-48.6
32,5,10,8,15,Card,8,45.0
32,5,10,8,16,Cash,47,-98.12
32,5,10,8,16,Card,10,-13.73
32,5,10,8,16,Card,9,23.0
32,5,10,8,17,Cash,6,-68.0
32,5,10,8,17,Card,3,-109.0
32,5,10,8,17,Card,12,51.75
32,5,10,8,18,Card,1,12.0
32,6,11,8,8,Card,1,155.0
32,6,11,8,9,Card,1,125.0
32,6,11,8,10,Card,24,-18.7
32,6,11,8,10,Card,7,135.0
32,6,11,8,11,Card,19,67.0
32,6,11,8,12,Cash,3,-112.0
32,6,11,8,12,Card,8,84.0
32,6,11,8,13,Cash,1,-58.0
32,6,11,8,13,Card,7,-74.4
32,6,11,8,13,Card,34,213.75
32,6,11,8,14,Cash,23,-171.91
32,6,11,8,14,Card,10,-43.0
32,6,11,8,14,Card,34,131.74
32,6,11,8,15,Cash,4,-21.0
32,6,11,8,15,Card,25,109.0
32,6,11,8,16,Cash,1,-27.0
32,6,11,8,16,Card,1,-14.0
32,6,11,8,16,Card,22,45.55
32,6,11,8,17,Card,4,86.75
32,7,12,8,8,Card,5,35.0
32,7,12,8,9,Cash,1,-70.0
32,7,12,8,9,Card,4,35.0
32,7,12,8,10,Cash,9,-144.0
32,7,12,8,10,Card,10,223.0
32,7,12,8,11,Cash,39,-61.8
32,7,12,8,11,Card,19,-117.0
32,7,12,8,11,Card,21,575.75
32,7,12,8,12,Card,31,382.5
32,7,12,8,13,Cash,4,-210.0
32,7,12,8,13,Card,19,178.5
32,7,12,8,14,Cash,19,-325.3
32,7,12,8,14,Card,35,447.5
32,7,12,8,15,Cash,3,-321.0
32,7,12,8,15,Card,2,-216.0
32,7,12,8,15,Card,29,429.65
32,7,12,8,16,Cash,12,-3.34
32,7,12,8,16,Card,4,20.5
32,7,12,8,17,Cash,4,-16.9
32,7,12,8,17,Card,4,45.5
33,1,13,8,9,Card,2,2.5
33,1,13,8,10,Card,4,65.24
33,1,13,8,11,Card,7,24.0
33,1,13,8,12,Cash,5,-340.0
33,1,13,8,12,Card,12,214.5
33,1,13,8,13,Card,1,-14.0
33,1,13,8,13,Card,19,118.0
33,1,13,8,14,Card,204,-418.31
33,1,13,8,14,Card,8,260.05
33,1,13,8,15,Cash,6,-20.81
33,1,13,8,15,Card,2,-25.0
33,1,13,8,15,Card,14,32.5
33,2,14,8,8,Card,1,2.0
33,2,14,8,9,Card,9,-213.0
33,2,14,8,9,Card,1,10.0
33,2,14,8,10,Cash,3,-43.0
33,2,14,8,10,Card,9,-31.8
33,2,14,8,10,Card,10,252.99
33,2,14,8,11,Card,6,-235.3
33,2,14,8,11,Card,14,439.5
33,2,14,8,12,Cash,14,-105.8
33,2,14,8,12,Card,13,46.5
33,2,14,8,13,Cash,13,-144.5
33,2,14,8,13,Card,16,183.24
33,2,14,8,14,Cash,9,-125.0
33,2,14,8,14,Card,25,136.25
33,2,14,8,15,Cash,4,-42.0
33,2,14,8,15,Card,17,-125.0
33,2,14,8,15,Card,19,102.75
33,2,14,8,16,Cash,23,-310.81
33,2,14,8,16,Card,9,183.5
33,2,14,8,17,Cash,56,-49.0
33,2,14,8,17,Card,3,25.85
33,3,15,8,8,Card,2,35.0
33,3,15,8,9,Cash,1,-75.0
33,3,15,8,9,Card,6,20.98
33,3,15,8,10,Card,17,52.0
33,3,15,8,11,Cash,11,-41.11
33,3,15,8,11,Card,3,161.0
33,3,15,8,12,Card,7,26.1
33,3,15,8,13,Cash,19,-80.3
33,3,15,8,13,Card,10,-3.37
33,3,15,8,13,Card,32,360.0
33,3,15,8,14,Cash,38,-61.81
33,3,15,8,14,Card,10,44.5
33,3,15,8,15,Cash,7,-20.32
33,3,15,8,15,Card,13,-26.26
33,3,15,8,15,Card,23,279.5
33,3,15,8,16,Cash,2,-36.0
33,3,15,8,16,Card,13,109.75
33,3,15,8,17,Cash,2,-23.0
33,3,15,8,17,Card,9,-21.8
33,3,15,8,17,Card,11,73.75
33,4,16,8,8,Card,2,1.0
33,4,16,8,9,Cash,6,-38.0
33,4,16,8,10,Cash,2,-92.0
33,4,16,8,10,Card,5,164.5
33,4,16,8,11,Cash,7,-54.2
33,4,16,8,11,Card,6,39.0
33,4,16,8,12,Cash,18,-34.66
33,4,16,8,12,Card,8,50.5
33,4,16,8,13,Card,8,21.0
33,4,16,8,14,Cash,10,-80.2
33,4,16,8,14,Card,19,114.0
33,4,16,8,15,Cash,10,-191.0
33,4,16,8,15,Card,1,25.0
33,4,16,8,16,Cash,2,-3.01
33,4,16,8,16,Card,23,138.0
33,4,16,8,17,Card,9,208.0
33,5,17,8,8,Card,3,710.0
33,5,17,8,9,Cash,5,-30.0
33,5,17,8,9,Card,11,68.5
33,5,17,8,10,Cash,4,-18.0
33,5,17,8,10,Card,12,88.96
33,5,17,8,11,Card,15,126.5
33,5,17,8,12,Card,15,117.0
33,5,17,8,13,Cash,5,-5.0
33,5,17,8,13,Card,13,256.6
33,5,17,8,14,Cash,9,-406.0
33,5,17,8,14,Card,11,75.25
33,5,17,8,15,Cash,2,-34.0
33,5,17,8,15,Card,21,160.0
33,5,17,8,16,Cash,3,-31.0
33,5,17,8,16,Card,5,-36.1
33,5,17,8,16,Card,14,112.0
33,5,17,8,17,Card,12,70.5
33,6,18,8,9,Cash,5,-9.8
33,6,18,8,9,Card,6,4.5
33,6,18,8,10,Cash,2,-139.0
33,6,18,8,10,Card,6,-25.0
33,6,18,8,10,Card,4,31.0
33,6,18,8,11,Cash,1,-284.0
33,6,18,8,11,Card,17,43.0
33,6,18,8,12,Cash,1,-58.0
33,6,18,8,12,Card,16,71.25
33,6,18,8,13,Cash,22,-18.03
33,6,18,8,13,Card,51,-117.18
33,6,18,8,13,Card,19,645.75
33,6,18,8,14,Cash,1,-65.0
33,6,18,8,14,Card,3,-33.0
33,6,18,8,14,Card,27,217.8
33,6,18,8,15,Cash,75,-67.18
33,6,18,8,15,Card,22,185.65
33,6,18,8,16,Cash,2,-225.0
33,6,18,8,16,Card,23,-16.1
33,6,18,8,16,Card,10,142.49
33,6,18,8,17,Cash,1,-42.0
33,6,18,8,17,Card,2,6.5
33,7,19,8,8,Card,2,4.0
33,7,19,8,9,Cash,60,-126.21
33,7,19,8,9,Card,6,-57.0
33,7,19,8,9,Card,4,42.5
33,7,19,8,10,Cash,1,-170.0
33,7,19,8,10,Card,11,49.5
33,7,19,8,11,Cash,1,-54.0
33,7,19,8,11,Card,5,-8.0
33,7,19,8,11,Card,10,58.5
33,7,19,8,12,Cash,5,-94.0
33,7,19,8,12,Card,4,-8.8
33,7,19,8,12,Card,29,423.0
33,7,19,8,13,Cash,8,-158.0
33,7,19,8,13,Card,1,-143.0
33,7,19,8,13,Card,17,101.0
33,7,19,8,14,Cash,7,-208.0
33,7,19,8,14,Card,24,-236.9
33,7,19,8,14,Card,12,328.5
33,7,19,8,15,Cash,5,-35.4
33,7,19,8,15,Card,52,-84.6
33,7,19,8,15,Card,21,761.49
33,7,19,8,16,Cash,1,-56.0
33,7,19,8,16,Card,13,321.5
33,7,19,8,17,Card,17,-39.01
33,7,19,8,17,Card,5,21.5
34,1,20,8,11,Card,5,17.5
34,1,20,8,12,Cash,1,-201.0
34,1,20,8,12,Card,52,-299.6
34,1,20,8,12,Card,7,497.5
34,1,20,8,13,Cash,9,-164.0
34,1,20,8,13,Card,15,218.0
34,1,20,8,14,Cash,11,-170.0
34,1,20,8,14,Card,1,-20.0
34,1,20,8,14,Card,12,328.0
34,1,20,8,15,Card,5,-111.4
34,1,20,8,15,Card,2,183.0
34,1,20,8,16,Cash,3,-1.6
34,1,20,8,16,Card,11,141.0
34,1,20,8,17,Card,2,1.0
34,2,21,8,8,Cash,12,-10.7
34,2,21,8,9,Cash,1,-15.0
34,2,21,8,9,Card,8,91.25
34,2,21,8,10,Card,38,-30.7
34,2,21,8,10,Card,8,37.7
34,2,21,8,11,Card,21,-153.37
34,2,21,8,11,Card,19,341.0
34,2,21,8,12,Cash,1,-115.0
34,2,21,8,12,Card,10,-39.4
34,2,21,8,12,Card,35,227.59
34,2,21,8,13,Cash,7,-502.31
34,2,21,8,13,Card,8,54.0
34,2,21,8,14,Cash,44,-471.63
34,2,21,8,14,Card,16,-7.81
34,2,21,8,14,Card,20,114.0
34,2,21,8,15,Card,9,-246.0
34,2,21,8,15,Card,23,335.5
34,2,21,8,16,Card,5,-8.7
34,2,21,8,16,Card,13,237.0
34,2,21,8,17,Cash,53,-227.52
34,2,21,8,17,Card,3,39.5
34,3,22,8,8,Card,13,81.0
34,3,22,8,9,Cash,2,-134.0
34,3,22,8,9,Card,1,300.0
34,3,22,8,10,Cash,6,-114.0
34,3,22,8,10,Card,1,-16.0
34,3,22,8,10,Card,9,72.0
34,3,22,8,11,Card,99,-166.15
34,3,22,8,11,Card,12,24.75
34,3,22,8,12,Cash,9,-3.45
34,3,22,8,12,Card,17,78.0
34,3,22,8,13,Cash,47,-318.93
34,3,22,8,13,Card,37,161.0
34,3,22,8,14,Card,8,5.4
34,3,22,8,15,Cash,2,-170.0
34,3,22,8,15,Card,1,-4.0
34,3,22,8,15,Card,10,120.0
34,3,22,8,16,Cash,2,-95.0
34,3,22,8,16,Card,9,94.25
34,3,22,8,17,Cash,49,-74.96
34,3,22,8,17,Card,8,81.5
34,4,23,8,8,Cash,3,-45.0
34,4,23,8,9,Cash,35,-38.14
34,4,23,8,9,Card,5,-92.61
34,4,23,8,9,Card,5,13.5
34,4,23,8,10,Cash,22,-389.6
34,4,23,8,10,Card,12,325.0
34,4,23,8,11,Cash,4,-13.9
